Lat Long Alt
-12.604028173276323,136.58212060497624,0
-12.603847202797915,136.58192891388552,0
-12.603667373929456,136.5817360362079,0
-12.6034886937845,136.58154197957305,0
-12.603311169431164,136.58134675165738,0
-12.60313480789184,136.58115036018356,0
-12.602959616142929,136.58095281292034,0
-12.602785601114551,136.58075411768218,0
-12.602612769690284,136.58055428232893,0
-12.602441128706882,136.58035331476555,0
-12.60227068495401,136.58015122294177,0
-12.602101445173975,136.57994801485182,0
-12.601933416061454,136.5797436985341,0
-12.601766604263238,136.57953828207076,0
-12.601601016377959,136.5793317735876,0
-12.601436658955839,136.57912418125352,0
-12.601273538498422,136.57891551328035,0
-12.601111661458326,136.57870577792244,0
-12.600951034238978,136.5784949834763,0
-12.600791663194366,136.5782831382805,0
-12.600633554628791,136.57807025071503,0
-12.60047671479661,136.57785632920115,0
-12.600321149901992,136.57764138220108,0
-12.600166866098675,136.57742541821747,0
-12.60001386948972,136.5772084457934,0
-12.599862166127267,136.57699047351161,0
-12.599711762012301,136.5767715099946,0
-12.599562663094416,136.57655156390393,0
-12.599414875271567,136.5763306439401,0
-12.599268404389854,136.57610875884217,0
-12.599123256243278,136.57588591738727,0
-12.598979436573515,136.57566212839043,0
-12.598836951069694,136.57543740070417,0
-12.598695805368166,136.57521174321812,0
-12.59855600505228,136.5749851648587,0
-12.598417555652171,136.57475767458874,0
-12.598280462644531,136.57452928140714,0
-12.598144731452397,136.5742999943486,0
-12.598010367444937,136.574069822483,0
-12.597877375937237,136.57383877491546,0
-12.597745762190092,136.5736068607855,0
-12.597615531409792,136.5733740892671,0
-12.597486688747924,136.57314046956805,0
-12.597359239301166,136.57290601092976,0
-12.59723318811108,136.57267072262678,0
-12.597108540163918,136.5724346139665,0
-12.596985300390426,136.57219769428875,0
-12.596863473665643,136.57195997296543,0
-12.596743064808711,136.5717214594002,0
-12.596624078582693,136.57148216302804,0
-12.596506519694364,136.57124209331482,0
-12.596390392794047,136.57100125975714,0
-12.596275702475415,136.5707596718817,0
-12.596162453275316,136.57051733924504,0
-12.596050649673586,136.57027427143328,0
-12.595940296092882,136.57003047806148,0
-12.595831396898504,136.56978596877352,0
-12.595723956398214,136.56954075324148,0
-12.595617978842073,136.5692948411655,0
-12.595513468422277,136.56904824227314,0
-12.595410429272981,136.5688009663193,0
-12.595308865470143,136.56855302308546,0
-12.595208781031358,136.56830442237967,0
-12.595110179915704,136.5680551740359,0
