LAT,LONG,ALT
-12.43909771,136.7465836,18.60392254
-12.43918525,136.7464955,18.63117193
-12.43927274,136.7464074,18.65838288
-12.43936019,136.7463194,18.68555546
-12.4394476,136.7462314,18.71268977
-12.43953495,136.7461434,18.73978589
-12.43962227,136.7460555,18.76684391
-12.43970954,136.7459677,18.7938639
-12.43979676,136.7458799,18.82084597
-12.43988394,136.7457921,18.84779018
-12.43997107,136.7457043,18.87469663
-12.44005816,136.7456166,18.90156539
-12.44014521,136.745529,18.92839654
-12.44023222,136.7454414,18.95519017
-12.44031918,136.7453538,18.98194636
-12.44040609,136.7452663,19.00866519
-12.44049297,136.7451788,19.03534674
-12.4405798,136.7450914,19.06199108
-12.44066659,136.745004,19.08859829
-12.44075334,136.7449166,19.11516846
-12.44084004,136.7448293,19.14170165
-12.44092671,136.744742,19.16819795
-12.44101333,136.7446548,19.19465743
-12.44109991,136.7445676,19.22108017
-12.44118645,136.7444804,19.24746624
-12.44127295,136.7443933,19.27381572
-12.44135941,136.7443062,19.30012868
-12.44144583,136.7442192,19.32640519
-12.4415322,136.7441322,19.35264533
-12.44161854,136.7440452,19.37884916
-12.44170484,136.7439583,19.40501676
-12.4417911,136.7438714,19.4311482
-12.44187732,136.7437846,19.45724354
-12.44196349,136.7436978,19.48330285
-12.44204963,136.743611,19.5093262
-12.44213573,136.7435243,19.53531365
-12.4422218,136.7434376,19.56126528
-12.44230782,136.7433509,19.58718114
-12.44239381,136.7432643,19.61306131
-12.44247975,136.7431777,19.63890585
-12.44256566,136.7430912,19.66471482
-12.44265153,136.7430047,19.69048828
-12.44273737,136.7429182,19.71622632
-12.44282316,136.7428318,19.74192897
-12.44290892,136.7427454,19.76759631
-12.44299464,136.742659,19.79322841
-12.44308033,136.7425727,19.81882532
-12.44316597,136.7424864,19.8443871
-12.44325158,136.7424002,19.86991382
-12.44333716,136.7423139,19.89540554
-12.4434227,136.7422277,19.92086232
-12.4435082,136.7421416,19.94628422
-12.44359366,136.7420555,19.9716713
-12.44367909,136.7419694,19.99702361
-12.44376449,136.7418834,20.02234122
-12.44384985,136.7417973,20.04762419
-12.44393517,136.7417114,20.07287258
-12.44402046,136.7416254,20.09808643
-12.44410572,136.7415395,20.12326582
-12.44419093,136.7414536,20.1484108
-12.44427612,136.7413678,20.17352143
-12.44436127,136.741282,20.19859776
-12.44444639,136.7411962,20.22363985
-12.44453147,136.7411105,20.24864776
-12.44461651,136.7410248,20.27362154
-12.44470153,136.7409391,20.29856125
-12.44478651,136.7408534,20.32346695
-12.44487146,136.7407678,20.34833869
-12.44495637,136.7406822,20.37317653
-12.44504125,136.7405967,20.39798051
-12.4451261,136.7405112,20.4227507
-12.44521091,136.7404257,20.44748714
-12.44529569,136.7403402,20.4721899
-12.44538044,136.7402548,20.49685901
-12.44546516,136.7401694,20.52149455
-12.44554984,136.7400841,20.54609655
-12.44563449,136.7399987,20.57066507
-12.44571911,136.7399134,20.59520016
-12.4458037,136.7398282,20.61970188
-12.44588826,136.7397429,20.64417027
-12.44597278,136.7396577,20.66860538
-12.44605728,136.7395726,20.69300727
-12.44614174,136.7394874,20.71737599
-12.44622617,136.7394023,20.74171157
-12.44631057,136.7393172,20.76601409
-12.44639494,136.7392322,20.79028357
-12.44647928,136.7391471,20.81452008
-12.44656359,136.7390621,20.83872365
-12.44664787,136.7389772,20.86289435
-12.44673211,136.7388922,20.88703221
-12.44681633,136.7388073,20.91113728
-12.44690052,136.7387224,20.93520961
-12.44698468,136.7386376,20.95924925
-12.4470688,136.7385528,20.98325625
-12.4471529,136.738468,21.00723064
-12.44723697,136.7383832,21.03117248
-12.44732101,136.7382985,21.05508181
-12.44740502,136.7382138,21.07895868
-12.447489,136.7381291,21.10280313
-12.44757295,136.7380444,21.12661521
-12.44765688,136.7379598,21.15039496
-12.44774077,136.7378752,21.17414243
-12.44782464,136.7377906,21.19785766
-12.44790848,136.7377061,21.22154069
-12.44799228,136.7376216,21.24519157
-12.44807607,136.7375371,21.26881033
-12.44815982,136.7374526,21.29239703
-12.44824354,136.7373682,21.31595171
-12.44832724,136.7372838,21.33947441
-12.44841091,136.7371994,21.36296516
-12.44849455,136.737115,21.38642402
-12.44857817,136.7370307,21.40985103
-12.44866176,136.7369464,21.43324621
-12.44874532,136.7368621,21.45660963
-12.44882885,136.7367779,21.47994131
-12.44891235,136.7366937,21.5032413
-12.44899583,136.7366095,21.52650964
-12.44907929,136.7365253,21.54974636
-12.44916271,136.7364411,21.57295151
-12.44924611,136.736357,21.59612514
-12.44932949,136.7362729,21.61926726
