Long	Lat	Max_Alt	Roll_Rate	CN_A	Cd_JetOn	Cd_JetOff	XCP_Subsonic	XCP_Supersonic	CL_Delta_Subsonic	CL_Delta_Supersonic	CL_P_Subsonic	CL_P_Supersonic	CMQ_Subsonic	CMQ_Supersonic	Wind_EW
degree	degree	kilo-meter	deg-per-sec	-	-	-	m	m	-	-	-	-	-	-	ms-1
136.5797321688483	-12.624303804460254	30.034001694267616	1458.8081591012688	0.9899745023406241	1.0807575977727084	0.9916988740981948	0.06049211611402516	-1.8303332430198176E-4	0.9689384819628212	1.0024878442568497	-1.036165352527412	-1.0069540903803496	-1.0930407154773396	-0.992143652716986	-1.0410420062828714
136.56555339282508	-12.625265715444279	30.55602911700774	1469.615764980915	0.9424941436722503	1.0326581585364019	1.0147765004064706	-0.019010703556954	0.018181843190721473	0.967796235804288	0.9937679923836245	-0.9563016117920197	-1.0042058239099794	-1.0531408990898985	-1.021612184493223	-0.5436303895555189
136.56623735877028	-12.660192755293354	31.882142008105294	1518.6756691155815	1.0332687988358686	0.9760753826005979	1.0012727813568605	-0.09508783177894427	-0.06746056317208411	1.0667713450443987	1.014092093129765	-1.0028338514790198	-1.0074353073362727	-0.9334394864735771	-0.9754356992437829	-1.1813865864906143
136.55807399544597	-12.631838705767972	32.19839141264092	1532.898189728297	0.9760823178012056	0.997147026971588	1.000381844219228	0.04886037903813882	-0.02541829381160901	0.9950161300619953	1.0063416698565402	-0.9947799981551566	-0.9849402452365356	-0.9138577672881825	-0.9822854560155686	-0.9969141798687963
136.5492420640233	-12.627737453267915	31.51211699155532	1497.1054981800955	0.9577173834546883	1.027315802883093	0.972825582637004	-0.040166455335485886	-9.393068716292374E-4	1.0290169810204686	0.9896063016002985	-0.8436309330475754	-0.9831117347714907	-0.9074033779773181	-1.0351186261664225	-0.3304812977755865
136.5284646221484	-12.668912700012473	34.07092906760983	1523.4322353294544	0.9873523898461748	0.9133428581548533	0.9757938097584273	0.0012021752966162745	0.04243886297885456	1.00375643760728	0.9905873318537547	-1.0778045308697375	-0.9985439019341931	-0.9229545981618277	-0.9904737974670349	-0.5548141698787101
136.5693744999149	-12.621467601614862	2.4139881134033204E-9	1437.3833792101937	0.9979861043845079	1.0653200321522673	1.0079546778531883	-0.038938298857583355	-0.028398757781171687	1.1658576644335212	0.9849947764681124	-0.9780407429689809	-1.0082648992749426	-1.0454796556181258	-1.0326416841281552	-0.42602727761596376
136.52746698101984	-12.614530169497275	32.525702178514564	1461.7923229295309	1.0230145371366677	0.9815613732708182	0.9923887789362845	0.01381295849455406	-0.016435974239282614	0.9766159615754868	0.9914419587897578	-0.9566179325081814	-1.022091858447344	-1.0482422886052432	-1.0112236413841693	0.21053097791447525
136.5445796052392	-12.629092546111055	31.728598454769703	1501.9272055842061	1.0189774688565196	1.0063884212893361	0.9846738265185121	-0.008647621962622143	0.05014686625221784	0.9839192149437902	1.0025279314389883	-0.938459832256806	-0.9985997854587847	-1.0134835387881407	-1.046255861019669	-0.18411111159319393
